100.99,-9236.22
100.975,-9246.82
100.96,-9252.4
100.945,-9252.81
100.93,-9248
100.915,-9237.86
100.9,-9222.4
100.885,-9201.36
100.87,-9174.73
100.855,-9142.53
100.84,-9104.54
100.825,-9060.81
100.81,-9011.15
100.795,-8955.54
100.78,-8893.85
100.764,-8826.11
100.749,-8752.18
100.734,-8671.95
100.719,-8585.47
100.704,-8492.65
100.689,-8393.37
100.674,-8287.54
100.659,-8175.21
100.644,-8056.22
100.629,-7930.67
100.614,-7798.37
100.599,-7659.31
100.584,-7513.45
100.569,-7360.82
100.554,-7201.18
100.539,-7034.73
100.523,-6861.31
100.508,-6680.83
100.493,-6493.44
100.478,-6298.93
100.463,-6097.36
100.448,-5888.67
100.433,-5672.86
100.418,-5449.98
100.403,-5219.89
100.388,-4982.58
100.373,-4738.2
100.358,-4486.6
100.343,-4227.84
100.328,-3961.91
100.313,-3688.76
100.297,-3408.38
100.282,-3120.84
100.267,-2826.24
100.252,-2524.36
100.237,-2215.37
100.222,-1899.32
100.207,-1576.09
100.192,-1245.8
100.177,-908.39
100.162,-564.019
100.147,-212.582
100.132,145.715
100.117,510.976
100.102,883.2
100.087,1262.18
100.072,1648.03
100.056,2040.68
100.041,2439.99
100.026,2845.95
100.011,3258.57
99.996,3677.7
99.981,4103.32
99.966,4535.45
99.951,4973.82
99.936,5418.55
99.921,5869.52
99.906,6326.58
99.891,6789.79
99.876,7258.98
99.861,7734.07
99.846,8215.04
99.831,8701.75
99.815,9194.19
99.8,9692.16
99.785,10195.6
99.77,10704.4
99.755,11218.7
99.74,11738.1
99.725,12262.6
99.71,12792.1
99.695,13326.5
99.68,13865.7
99.665,14409.6
99.65,14958.1
99.635,15511.1
99.62,16068.4
99.605,16630
99.59,17195.8
99.574,17765.5
99.559,18339.1
99.544,18916.5
99.529,19497.5
99.514,20082.2
99.499,20670.1
99.484,21261.4
99.469,21855.8
99.454,22453.2
99.439,23053.5
99.424,23656.7
99.409,24262.4
99.394,24870.7
99.379,25481.2
99.364,26094
99.349,26708.9
99.333,27325.7
99.318,27944.4
99.303,28564.8
99.288,29186.7
99.273,29810
99.258,30434.6
99.243,31060.3
99.228,31687
99.2129,32314.5
99.1979,32942.7
99.1828,33571.5
99.1678,34200.7
99.1527,34830.2
99.1376,35459.8
99.1226,36089.4
99.1075,36718.8
99.0924,37348.1
99.0774,37976.9
99.0623,38605.1
99.0472,39232.6
99.0322,39859.2
99.0171,40485
99.0021,41109.6
98.987,41732.9
98.9719,42354.7
98.9569,42975.1
98.9418,43593.8
98.9267,44210.8
98.9117,44825.8
98.8966,45438.7
98.8815,46049.5
98.8665,46657.9
98.8514,47263.8
98.8364,47867.2
98.8213,48467.9
98.8062,49065.7
98.7912,49660.6
98.7761,50252.4
98.761,50841
98.746,51426.2
98.7309,52008.1
98.7159,52586.3
98.7008,53161
98.6857,53731.8
98.6707,54298.8
98.6556,54861.6
98.6405,55420.5
98.6255,55975.1
98.6104,56525.4
98.5953,57071.3
98.5803,57612.6
98.5652,58149.3
98.5502,58681.4
98.5351,59208.7
98.52,59731
98.505,60248.3
98.4899,60760.6
98.4748,61267.8
98.4598,61769.7
98.4447,62266.3
98.4297,62757.6
98.4146,63243.3
98.3995,63723.6
98.3845,64198.2
98.3694,64667.2
98.3543,65130.5
98.3393,65588
98.3242,66039.6
98.3091,66485.4
98.2941,66925.2
98.279,67359
98.264,67786.7
98.2489,68208.4
98.2338,68623.9
98.2188,69033.3
98.2037,69436.5
98.1886,69833.5
98.1736,70224.1
98.1585,70608.5
98.1434,70986.6
98.1284,71358.4
98.1133,71723.7
98.0983,72082.8
98.0832,72435.5
98.0681,72781.8
98.0531,73121.6
98.038,73455.1
98.0229,73782.3
98.0079,74103
97.9928,74417.2
97.9778,74725.3
97.9627,75026.8
97.9476,75322.1
97.9326,75611
97.9175,75893.7
97.9024,76170
97.8874,76440
97.8723,76703.8
97.8572,76961.5
97.8422,77213
97.8271,77458.4
97.8121,77697.7
97.797,77931
97.7819,78158.3
97.7669,78379.6
97.7518,78595
97.7367,78804.6
97.7217,79008.5
97.7066,79206.7
97.6916,79399.2
97.6765,79586.1
97.6614,79767.5
97.6464,79943.5
97.6313,80114.1
97.6162,80279.3
97.6012,80439.4
97.5861,80594.4
97.571,80744.3
97.556,80889.3
97.5409,81029.4
97.5259,81164.6
97.5108,81295.3
97.4957,81421.3
97.4807,81542.9
97.4656,81660
97.4505,81772.9
97.4355,81881.4
97.4204,81986
97.4053,82086.6
97.3903,82183.4
97.3752,82276.4
97.3602,82365.6
97.3451,82451.5
97.33,82533.8
97.315,82613
97.2999,82688.9
97.2848,82761.8
97.2698,82831.7
97.2547,82898.9
97.2397,82963.4
97.2246,83025.3
97.2095,83084.8
97.1945,83142
97.1794,83197
97.1643,83250.1
97.1493,83301.3
97.1342,83350.7
97.1191,83398.4
97.1041,83444.7
97.089,83489.6
97.074,83533.4
97.0589,83576
97.0438,83617.7
97.0288,83658.6
97.0137,83698.9
96.9986,83738.7
96.9836,83778.1
96.9685,83817.3
96.9535,83856.3
96.9384,83895.4
96.9233,83934.8
96.9083,83974.4
96.8932,84014.6
96.8781,84055.4
96.8631,84096.9
96.848,84139.4
96.8329,84182.9
96.8179,84227.6
96.8028,84273.6
96.7878,84321.1
96.7727,84370.2
96.7576,84421.1
96.7426,84473.9
96.7275,84528.8
96.7124,84585.8
96.6974,84645.1
96.6823,84706.9
96.6673,84771.2
96.6522,84838.3
96.6371,84908.3
96.6221,84981.1
96.607,85057.2
96.5919,85136.5
96.5769,85219.3
96.5618,85305.5
96.5467,85395.4
96.5317,85489
96.5166,85586.5
96.5016,85688.1
96.4865,85793.8
96.4714,85903.7
96.4564,86018.1
96.4413,86136.9
96.4262,86260.4
96.4112,86388.6
96.3961,86521.6
96.381,86659.5
96.366,86802.6
96.3509,86950.8
96.3359,87104.3
96.3208,87263.2
96.3057,87427.5
96.2907,87597.5
96.2756,87773
96.2605,87954.4
96.2455,88141.7
96.2304,88334.8
96.2154,88534.1
96.2003,88739.5
96.1852,88951.1
96.1702,89169
96.1551,89393.2
96.14,89624
96.125,89861.2
96.1099,90105
96.0948,90355.6
96.0798,90612.8
96.0647,90876.9
96.0497,91147.8
96.0346,91425.6
96.0195,91710.5
96.0045,92002.4
95.9894,92301.4
95.9743,92607.4
95.9593,92920.8
95.9442,93241.3
95.9292,93569.1
95.9141,93904.2
95.899,94246.7
95.884,94596.6
95.8689,94953.9
95.8538,95318.6
95.8388,95690.8
95.8237,96070.4
95.8086,96457.6
95.7936,96852.4
95.7785,97254.7
95.7635,97664.5
95.7484,98081.9
95.7333,98507
95.7183,98939.6
95.7032,99379.8
95.6881,99827.5
95.6731,100283
95.658,100746
95.6429,101216
95.6279,101694
95.6128,102180
95.5978,102673
95.5827,103174
95.5676,103682
95.5526,104197
95.5375,104720
95.5224,105251
95.5074,105789
95.4923,106334
95.4773,106886
95.4622,107446
95.4471,108013
95.4321,108587
95.417,109168
95.4019,109757
95.3869,110352
95.3718,110955
95.3567,111564
95.3417,112180
95.3266,112803
95.3116,113433
95.2965,114070
95.2814,114713
95.2664,115363
95.2513,116019
95.2362,116682
95.2212,117351
95.2061,118026
95.1911,118707
95.176,119395
95.1609,120089
95.1459,120788
95.1308,121494
95.1157,122205
95.1007,122922
95.0856,123645
95.0705,124373
95.0555,125107
95.0404,125846
95.0254,126590
95.0103,127339
94.9952,128094
94.9802,128853
94.9651,129617
94.95,130386
94.935,131160
94.9199,131939
94.9048,132722
94.8898,133509
94.8747,134300
94.8597,135096
94.8446,135896
94.8295,136699
94.8145,137507
94.7994,138318
94.7843,139133
94.7693,139952
94.7542,140773
94.7392,141599
94.7241,142427
94.709,143259
94.694,144093
94.6789,144930
94.6638,145771
94.6488,146613
94.6337,147459
94.6186,148307
94.6036,149157
94.5885,150009
94.5735,150864
94.5584,151720
94.5433,152579
94.5283,153439
94.5132,154301
94.4981,155165
94.4831,156030
94.468,156896
94.453,157764
94.4379,158633
94.4228,159503
94.4078,160374
94.3927,161246
94.3776,162118
94.3626,162991
94.3475,163865
94.3324,164740
94.3174,165614
94.3023,166489
94.2873,167365
94.2722,168240
94.2571,169115
94.2421,169990
94.227,170866
94.2119,171740
94.1969,172615
94.1818,173489
94.1668,174363
94.1517,175236
94.1366,176108
94.1216,176980
94.1065,177851
94.0914,178721
94.0764,179590
94.0613,180458
94.0462,181325
94.0312,182190
94.0161,183055
94.0011,183918
93.986,184780
93.9709,185641
93.9559,186500
93.9408,187357
93.9257,188214
93.9107,189068
93.8956,189921
93.8805,190772
93.8655,191621
93.8504,192469
93.8354,193314
93.8203,194158
93.8052,195000
93.7902,195840
93.7751,196678
93.76,197514
93.745,198348
93.7299,199180
93.7149,200010
93.6998,200838
93.6847,201664
93.6697,202487
93.6546,203309
93.6395,204128
93.6245,204946
93.6094,205761
93.5943,206574
93.5793,207385
93.5642,208194
93.5492,209000
